분류,플러그인명,한 줄 설명,사용 상황,주요 기능,대표 스킬,계정 연결,비용/플랜,주의사항
Finance,D&B Finance Analytics,"D&B Finance Analytics을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 D&B Finance Analytics 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 시각화/보고서화 중심. 대표 스킬: fa-jobs-to-be-done.",fa-jobs-to-be-done,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,Daloopa,"Daloopa을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Daloopa 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: build-model, bull-bear, capital-allocation, comp-sheet, comps.","build-model, bull-bear, capital-allocation, comp-sheet, comps",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,FactSet,"FactSet을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 FactSet 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Fiscal AI,"Fiscal AI을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Fiscal AI 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Investment Banking,"Investment Banking을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Investment Banking 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: buyer-investor-list, capital-markets-issuance, cim-builder, cim-teardown, company-tearsheet.","buyer-investor-list, capital-markets-issuance, cim-builder, cim-teardown, company-tearsheet",필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,KeyBid Puls,"KeyBid Puls을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 KeyBid Puls 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,LSEG,"LSEG을(를) 활용해 문서, 표, 발표자료, 파일 기반 작업, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","문서, 표, 발표자료, 파일 기반 작업, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 LSEG 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Moody's,"Moody's을(를) 활용해 메일 검색, 답장 초안 작성, 수신함 정리, 문서, 표, 발표자료, 파일 기반 작업을(를) Codex에서 처리하는 플러그인입니다.","메일 검색, 답장 초안 작성, 수신함 정리, 문서, 표, 발표자료, 파일 기반 작업이(가) 필요한 작업에서 Moody's 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: moody-s-company-analysis, moody-s-explore-mcp.","moody-s-company-analysis, moody-s-explore-mcp",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,Morningstar,"Morningstar을(를) 활용해 연구자료 탐색, 과학/의학 데이터 분석, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","연구자료 탐색, 과학/의학 데이터 분석, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Morningstar 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: fund-comparison, fund-screener, fund-summarizer.","fund-comparison, fund-screener, fund-summarizer",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,MT Newswires,"MT Newswires을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 MT Newswires 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,PitchBook,"PitchBook을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 PitchBook 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Public Equity Investing,"Public Equity Investing을(를) 활용해 일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Public Equity Investing 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: catalyst-calendar, company-tearsheet, comps-valuation, dcf-model-builder, deck-report-qc.","catalyst-calendar, company-tearsheet, comps-valuation, dcf-model-builder, deck-report-qc",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,Quartr,"Quartr을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Quartr 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Razorpay,"Razorpay을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무이(가) 필요한 작업에서 Razorpay 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,S&P Global,"S&P Global을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 S&P Global 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Setu Bharat Connect BillPay ,"Setu Bharat Connect BillPay 을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Setu Bharat Connect BillPay  데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Stripe,Stripe을(를) 활용해 금융/투자을(를) Codex에서 처리하는 플러그인입니다.,금융/투자이(가) 필요한 작업에서 Stripe 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"작업 보조 중심. 대표 스킬: stripe-best-practices, upgrade-stripe.","stripe-best-practices, upgrade-stripe",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Finance,Taxdown,"Taxdown을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Taxdown 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Third Bridge,"Third Bridge을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Third Bridge 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Finance,Tinman AI,"Tinman AI을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Tinman AI 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작성/수정/생성 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Other,Cogedim,"Cogedim을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무이(가) 필요한 작업에서 Cogedim 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Other,MyRegistry.com,MyRegistry.com을(를) 활용해 Other을(를) Codex에서 처리하는 플러그인입니다.,Other이(가) 필요한 작업에서 MyRegistry.com 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Airtable,"Airtable을(를) 활용해 코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","코드 저장소, 배포, 데이터베이스, 개발 워크플로, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Airtable 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성 중심. 대표 스킬: airtable-cli, airtable-filters, airtable-overview.","airtable-cli, airtable-filters, airtable-overview",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Productivity,Asana,"Asana을(를) 활용해 이미지, 영상, 미디어, 디자인 콘텐츠 제작을(를) Codex에서 처리하는 플러그인입니다.","이미지, 영상, 미디어, 디자인 콘텐츠 제작이(가) 필요한 작업에서 Asana 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.",없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Atlassian Rovo,"Atlassian Rovo을(를) 활용해 일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Atlassian Rovo 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: capture-tasks-from-meeting-notes, generate-status-report, search-company-knowledge, spec-to-backlog, triage-issue.","capture-tasks-from-meeting-notes, generate-status-report, search-company-knowledge, spec-to-backlog, triage-issue",필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Productivity,Box,"Box을(를) 활용해 문서, 표, 발표자료, 파일 기반 작업, 코드 저장소, 배포, 데이터베이스, 개발 워크플로을(를) Codex에서 처리하는 플러그인입니다.","문서, 표, 발표자료, 파일 기반 작업, 코드 저장소, 배포, 데이터베이스, 개발 워크플로이(가) 필요한 작업에서 Box 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 대표 스킬: box-content-api.,box-content-api,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Productivity,Brand24,"Brand24을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성, 시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Brand24 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,BrightHire,BrightHire을(를) 활용해 문서/생산성을(를) Codex에서 처리하는 플러그인입니다.,문서/생산성이(가) 필요한 작업에서 BrightHire 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,"조회/검색/요약, 상호작용/화면 조작 중심. 대표 스킬: brighthire.",brighthire,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음
Productivity,Calendly,"Calendly을(를) 활용해 일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","일정 확인, 미팅 요약, 가용 시간 탐색, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Calendly 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Channel99,"Channel99을(를) 활용해 시장/기업/투자 분석, 재무 데이터 검토을(를) Codex에서 처리하는 플러그인입니다.","시장/기업/투자 분석, 재무 데이터 검토이(가) 필요한 작업에서 Channel99 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Chrome,"Chrome을(를) 활용해 브라우저, 데스크톱 앱, 로컬 환경 조작을(를) Codex에서 처리하는 플러그인입니다.","브라우저, 데스크톱 앱, 로컬 환경 조작이(가) 필요한 작업에서 Chrome 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 상호작용/화면 조작 중심. 대표 스킬: control-chrome.",control-chrome,불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. OpenAI 번들/로컬 런타임
Productivity,ClickUp,ClickUp을(를) 활용해 문서/생산성을(를) Codex에서 처리하는 플러그인입니다.,문서/생산성이(가) 필요한 작업에서 ClickUp 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Common Room,"Common Room을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Common Room 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",빌드/실행/배포 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,외부 유료 플랜/API 과금 가능,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 외부 유료 플랜/API 과금 가능. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Computer Use,"Computer Use을(를) 활용해 브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성을(를) Codex에서 처리하는 플러그인입니다.","브라우저, 데스크톱 앱, 로컬 환경 조작, 앱/웹/게임 개발 및 실행 환경 구성이(가) 필요한 작업에서 Computer Use 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","조회/검색/요약, 작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: computer-use.",computer-use,불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. OpenAI 번들/로컬 런타임
Productivity,Conductor,"Conductor을(를) 활용해 데이터 분석, KPI 진단, 리포트/대시보드 작성을(를) Codex에서 처리하는 플러그인입니다.","데이터 분석, KPI 진단, 리포트/대시보드 작성이(가) 필요한 작업에서 Conductor 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Coveo,Coveo을(를) 활용해 문서/생산성을(를) Codex에서 처리하는 플러그인입니다.,문서/생산성이(가) 필요한 작업에서 Coveo 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.,조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Datasite,"Datasite을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 문서, 표, 발표자료, 파일 기반 작업을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무, 문서, 표, 발표자료, 파일 기반 작업이(가) 필요한 작업에서 Datasite 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",조회/검색/요약 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Docket,"Docket을(를) 활용해 CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무을(를) Codex에서 처리하는 플러그인입니다.","CRM, 영업 파이프라인, 계정/리드 조사, GTM 업무이(가) 필요한 작업에서 Docket 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.",작업 보조 중심. 내부 스킬 설명서가 없거나 커넥터 중심으로 동작.,없음,필요 가능성 높음,확인 필요,필요 가능성 높음; 외부 서비스 인증 또는 권한 확인 필요. 비용/플랜: 무료/유료 여부는 메타데이터만으로 단정 불가. 외부 앱/커넥터 인증이 필요할 수 있음 / 내부 스킬 설명서 없음
Productivity,Documents,"Documents을(를) 활용해 문서, 표, 발표자료, 파일 기반 작업을(를) Codex에서 처리하는 플러그인입니다.","문서, 표, 발표자료, 파일 기반 작업이(가) 필요한 작업에서 Documents 데이터나 기능을 불러오거나 결과물을 만들 때 사용합니다.","작성/수정/생성, 상호작용/화면 조작 중심. 대표 스킬: documents.",documents,불필요,Codex 기능 범위 내,계정 연결 없이 로컬/번들 기능 중심으로 사용 가능. 비용/플랜: Codex 기능 범위 내. OpenAI 번들/로컬 런타임
